id,name,t_name,is_nsfw,desc,remarks,contributor,c_id,update_times
,light smile,Î¢Ğ¦,,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,seductive smile,ÓÕ»óĞ¦,,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,grin,Â¶³İ¶øĞ¦,,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,laughing,´óĞ¦,,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,excited,ĞË·Ü,,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,:d,±­ĞÍĞ¦Á³,,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,smirk,Î¢Ğ¦,,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,smug,µÃÒâ Ğ¼,,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,naughty_face,µ÷Æ¤Á³,,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,:3,¦ØÃ¨×ì,,,,È¸Ó¥£¬lehrersÂå¶ù,1406,
,:p,ÏòÏÂÍÂÉàÍ·,,,,È¸Ó¥£¬lehrersÂå¶ù,1406,
,:q,ÏòÉÏÍÂÉàÍ·,,,,È¸Ó¥£¬lehrersÂå¶ù,1406,
,:t,²»ÄÍ·³,,,,È¸Ó¥£¬lehrersÂå¶ù,1406,
,:|,²»¿ªĞÄ,,,,È¸Ó¥£¬lehrersÂå¶ù,1406,
,embarrassed,º¦Ğß,,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,blush,Á³ºì,,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,expressionless calm,ÃæÉ«Æ½¾²,,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,emotionless,ÃæÎŞ±íÇé,,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,expressionless,ÃæÎŞ±íÇé,,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,sleepy,"	À§·¦µÄ",,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,crying with eyes open,ÕöÑÛ´ó¿Ş,,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,sad,"	±¯ÉËµÄ",,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,pout,±ğÅ¤ Å¬×ì,,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,sigh,Ì¾Æø,,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,angry,ÉúÆø,,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,annoyed,"	¿àÄÕµÄ",,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,frown,"	ÖåÃ¼/õ¾¶î",,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,smirk,ÈÏÕæ,,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,scowl,ÈñÀû,,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,crazy,"	·è¿ñµÄ",,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,dark_persona,"	ºÚ»¯µÄ",,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,shy,º¦Ğß,,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,nose blush,±Ç×ÓÁ³ºì,,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,expressionless eyes,ÎŞ±íÇéÑÛ¾¦,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,drunk,"	ºÈ×íµÄ",,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,wide eyed,Õö´óÑÛ¾¦,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,jitome,±ÉÒÄµÄÑÛÉñ,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,serious,ÑÏËà,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,food on face, Ê³ÎïÔÚÁ³ÉÏ,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,blood on face,ÑªÔÚÁ³ÉÏ,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,dangerous smile,Î£ÏÕµÄĞ¦Èİ,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,facepaint,ÃæÎÆ,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,makeup,Å¨×±,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,light blush,µ­µ­Èùºì,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,cute face,¿É°®Á³,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,white colored eyelashes,°×É«½ŞÃ«,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,longeyelashes,³¤½ŞÃ«,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,white eyebrows,°×É«Ã¼Ã«,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,tsurime,µõÑÛ½Ç,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,gradient_eyes,½¥±äÑÛ,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,beautiful detailed eyes,ÃÀÀöµÄÏ¸½ÚÑÛ¾¦,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,tareme,´¹ÑÛ½Ç,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,slit pupils,Ã¨ÑÛ,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,heterochromia,ÒìÉ«Í«,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,heterochromia blue red,ºìÀ¶ÒìÉ«Í«,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,aqua eyes,Ë®ÍôÍô´óÑÛ,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,tears,ÑÛÀá,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,eyeball,¶¢×Å¿´,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,looking at viewer,¿´Äã,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,stare,ÄıÊÓ,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,visible through hair,Í¸¹ıÁõº£¿´,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,looking to the side,¿´ÅÔ±ß,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,constricted pupils,ÊÕËõµÄÍ«¿×,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,symbol-shaped pupils,·ûºÅĞÎ×´µÄÍ«¿×,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,heart in eye,?ÔÚÑÛ¾¦Àï,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,heart-shaped pupils,°®ĞÄÍ«¿×,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,one eye closed,Ò»Ö»ÑÛ¾¦±ÕÉÏ,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,half-closed eyes,°ë±ÕÑÛ¾¦,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,wink,Õ£ÑÛ,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,mole under eye,ÑÛÏÂğë,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,eyes closed, ±ÕÑÛ,,,,È¸Ó¥£¬lehrersÂå¶ù,1501,
,no_nose,Ã»±Ç×Ó,,,,È¸Ó¥£¬lehrersÂå¶ù,1508,
,nosebleed,±ÇÑª,,,,È¸Ó¥£¬lehrersÂå¶ù,1508,
,animal_ears,¶¯Îï¶ú¶ä,,,,È¸Ó¥£¬lehrersÂå¶ù,1506,
,fake animal ears,¼Ù¶¯Îï¶ú¶ä,,,,È¸Ó¥£¬lehrersÂå¶ù,1506,
,fox_ears,ºüÀê¶ú¶ä,,,,È¸Ó¥£¬lehrersÂå¶ù,1506,
,animal ear fluff,¶¯Îï¶úÈŞÃ«,,,,È¸Ó¥£¬lehrersÂå¶ù,1506,
,bunny_ears,ÍÃ×Ó¶ú¶ä,,,,È¸Ó¥£¬lehrersÂå¶ù,1506,
,cat_ears,Ã¨¶ú,,,,È¸Ó¥£¬lehrersÂå¶ù,1506,
,dog_ears,¹·¶ú,,,,È¸Ó¥£¬lehrersÂå¶ù,1506,
,mouse_ears,Êó¶ú,,,,È¸Ó¥£¬lehrersÂå¶ù,1506,
,hair ear, Í··¢ÉÏ¶ú¶ä,,,,È¸Ó¥£¬lehrersÂå¶ù,1506,
,pointy ears, ¼â¶ú,,,,È¸Ó¥£¬lehrersÂå¶ù,1506,
,eyelid pull,×ö¹íÁ³,,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,tongue,ÉàÍ·,,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,tongue out,ÍÂÉà,,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,closed mouth,±Õ×ì,,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,open mouth,ÕÅ×ì,,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,lipstick,¿Úºì,,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,fangs,¼âÑÀ,,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,clenched teeth,Ò§½ôÑÀ¹Ø,,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,saliva,ÍÙÒº,,,,È¸Ó¥£¬lehrersÂå¶ù,1405,
,pov,ÕıÃæÊÓ½Ç,,,,È¸Ó¥£¬lehrersÂå¶ù,1103,
,full body,ÕıÃæÊÓ½ÇÈ«Éí,,,,È¸Ó¥£¬lehrersÂå¶ù,1103,
,cowboy shot,ÕıÃæ´ÓÍ·µ½Ñü,,,,È¸Ó¥£¬lehrersÂå¶ù,1103,
,looking down,ÏòÏÂ¿´£¨ÈËÎï¶¯×÷£©,,,,È¸Ó¥£¬lehrersÂå¶ù,1103,
,looking up,ÏòÉÏ¿´£¨ÈËÎï¶¯×÷£©,,,,È¸Ó¥£¬lehrersÂå¶ù,1103,
,from_below,´ÓÉÏµ½ÏÂÊÓ½Ç,,,,È¸Ó¥£¬lehrersÂå¶ù,1103,
,lateral view, 2/3²àÉí,,,,È¸Ó¥£¬lehrersÂå¶ù,1107,
,bust,°ëÉíÏñ,,,,È¸Ó¥£¬lehrersÂå¶ù,1107,
,upper body,ÉÏ°ëÉí,,,,È¸Ó¥£¬lehrersÂå¶ù,1107,
,back,±³Ó°,,,,È¸Ó¥£¬lehrersÂå¶ù,1107,
,profile,²àÉíÏñ,,,,È¸Ó¥£¬lehrersÂå¶ù,1107,
,expressions,±íÇé»æ,,,,È¸Ó¥£¬lehrersÂå¶ù,1107,
,turning around,»ØÍ·,,,,È¸Ó¥£¬lehrersÂå¶ù,1107,
,looking back,»ØÍ·,,,,È¸Ó¥£¬lehrersÂå¶ù,1107,
,multiple views,¶àÊÓÍ¼,,,,È¸Ó¥£¬lehrersÂå¶ù,1107,
,artbook,Ô­»­,,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,game_cg,"	ÓÎÏ·CG",,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,tachi-e,Á¢»æÑùÊ½,,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,comic,Âş»­,,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,dakimakura,±§Õí,,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,cosplay,½ÇÉ«°çÑİ,,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,photo,ÕÕÆ¬,,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,personification,ÄâÈË,,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,realistic,ÏÖÊµ,,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,sketch,"	ËØÃè",,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,traditional_media,ÊÖ»æ,,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,sketch,ÊÖ»æ,,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,mountain,É½,,,,È¸Ó¥£¬lehrersÂå¶ù,1102,
,on a hill,É½ÉÏ,,,,È¸Ó¥£¬lehrersÂå¶ù,1102,
,the top of the hill,É½¶¥,,,,È¸Ó¥£¬lehrersÂå¶ù,1102,
,grey background,±³¾°ÑÕÉ«£¨»Ò£©,,,,È¸Ó¥£¬lehrersÂå¶ù,1102,
,mirror,¾µ×Ó,,,,È¸Ó¥£¬lehrersÂå¶ù,1102,
,reflection,·´Éä,,,,È¸Ó¥£¬lehrersÂå¶ù,1102,
,curtains, ´°Á±,,,,È¸Ó¥£¬lehrersÂå¶ù,1102,
,on bed,´²ÉÏ,,,,È¸Ó¥£¬lehrersÂå¶ù,1102,
,on floor£¨wooden floor£©,µØ°åÉÏ,,,,È¸Ó¥£¬lehrersÂå¶ù,1102,
,on carpet,ÔÚµØÌºÉÏ,,,,È¸Ó¥£¬lehrersÂå¶ù,1102,
,on yoga mats,ÔÚè¤Ù¤µæÉÏ,,,,È¸Ó¥£¬lehrersÂå¶ù,1102,
,chair,ÒÎ×Ó,,,,È¸Ó¥£¬lehrersÂå¶ù,1102,
,magic_circle,Ä§·¨Õó,,,,È¸Ó¥£¬lehrersÂå¶ù,1102,
,poker table,¶Ä×À,,,,È¸Ó¥£¬lehrersÂå¶ù,1102,
,flower,»¨,,,,È¸Ó¥£¬lehrersÂå¶ù,2004,
,petal,»¨°ê,,,,È¸Ó¥£¬lehrersÂå¶ù,2004,
,rose,Ãµ¹å,,,,È¸Ó¥£¬lehrersÂå¶ù,2004,
,rose petals,Ãµ¹å»¨°ê,,,,È¸Ó¥£¬lehrersÂå¶ù,2004,
,pink four petal flower,·ÛÉ«ËÄ°ê»¨,,,,È¸Ó¥£¬lehrersÂå¶ù,2004,
,falling petals,Âä»¨,,,,È¸Ó¥£¬lehrersÂå¶ù,2004,
,cherry_blossoms,Ó£»¨,,,,È¸Ó¥£¬lehrersÂå¶ù,2004,
,forest,É­ÁÖ/Ê÷,,,,È¸Ó¥£¬lehrersÂå¶ù,2004,
,beautiful detailed sky,ÓÅÃÀµÄÌì¿Õ ,,,,È¸Ó¥£¬lehrersÂå¶ù,1102,
,beautiful detailed water,ÓÅÃÀµÄË®,,,,È¸Ó¥£¬lehrersÂå¶ù,1102,
,on the beach,º£Ì²ÉÏ,,,,È¸Ó¥£¬lehrersÂå¶ù,1102,
,ocean,"	´óº£",,,,È¸Ó¥£¬lehrersÂå¶ù,1102,
,over the sea,º£±ßÉÏ,,,,È¸Ó¥£¬lehrersÂå¶ù,1102,
,"beautiful purple sunset at beach
in the ocean",º£±ßÈÕÂä,,,,È¸Ó¥£¬lehrersÂå¶ù,1102,
,sunset,ÂäÈÕ,,,,È¸Ó¥£¬lehrersÂå¶ù,1102,
,on the ocean,ÔÚ´óº£ÉÏ,,,,È¸Ó¥£¬lehrersÂå¶ù,1102,
,in a meadow,²İµØ,,,,È¸Ó¥£¬lehrersÂå¶ù,1102,
,plateau,¸ßÔ­,,,,È¸Ó¥£¬lehrersÂå¶ù,1102,
,on a desert,É³Ä®,,,,È¸Ó¥£¬lehrersÂå¶ù,1102,
,in spring,´º,,,,È¸Ó¥£¬lehrersÂå¶ù,2002,
,in summer,ÏÄ,,,,È¸Ó¥£¬lehrersÂå¶ù,2002,
,in autumn,Çï,,,,È¸Ó¥£¬lehrersÂå¶ù,2002,
,in winter,¶¬,,,,È¸Ó¥£¬lehrersÂå¶ù,2002,
,in hawaii,ÏÄÍşÒÄ,,,,È¸Ó¥£¬lehrersÂå¶ù,2003,
,cityscape,"	³ÇÊĞ·ç¾°",,,,È¸Ó¥£¬lehrersÂå¶ù,1102,
,landscape,·ç¾°,,,,È¸Ó¥£¬lehrersÂå¶ù,1102,
,light,Ã÷,,,,È¸Ó¥£¬lehrersÂå¶ù,1109,
,dark,°µ,,,,È¸Ó¥£¬lehrersÂå¶ù,1109,
,pale,±¡,,,,È¸Ó¥£¬lehrersÂå¶ù,1109,
,shade,ÒõÁ¹´¦,,,,È¸Ó¥£¬lehrersÂå¶ù,1109,
,deep,Å¨,,,,È¸Ó¥£¬lehrersÂå¶ù,1109,
,golden hour lighting,»Æ½ğÊ±¶ÎÕÕÃ÷,,,,È¸Ó¥£¬lehrersÂå¶ù,1109,
,strong rim light,Ç¿±ßÔµ¹â,,,,È¸Ó¥£¬lehrersÂå¶ù,1109,
,night,ÍíÉÏ,,,,È¸Ó¥£¬lehrersÂå¶ù,1109,
,intense shadows,Ç¿ÒõÓ°,,,,È¸Ó¥£¬lehrersÂå¶ù,1109,
,in the rain,ÓêÖĞ,,,,È¸Ó¥£¬lehrersÂå¶ù,1109,
,rainy days,ÓêÌì,,,,È¸Ó¥£¬lehrersÂå¶ù,1109,
,sunset,ÈÕÂä,,,,È¸Ó¥£¬lehrersÂå¶ù,1109,
,cloudy,¶àÔÆ,,,,È¸Ó¥£¬lehrersÂå¶ù,1109,
,full_moon,ÂúÔÂ,,,,È¸Ó¥£¬lehrersÂå¶ù,1109,
,against backlight at dusk,°øÍí±³¶ÔÑô¹â,,,,È¸Ó¥£¬lehrersÂå¶ù,1109,
,in the baroque architecture,°ÍÂå¿Ë½¨Öş,,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,in the romanesque architecture streets,ÂŞÂí½ÖµÀ,,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,in the palace,¹¬Í¢,,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,at the castle,³ÇÍâÎª±³¾°,,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,in the castle,³ÇÄÚÎª±³¾°,,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,in the street,ÔÚ½ÖÉÏ,,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,in the cyberpunk city,Èü²©Åó¿Ë,,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,rainy night in a cyberpunk city with glowing neon lights,Èü²©Åó¿ËÓêÌìÄŞºçµÆ,,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,at the lighthouse,µÆËş,,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,onsen,ÎÂÈª,,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,by the moon,ÔÂÁÁ±ß,,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,"in a bar, in bars",¾Æ°É,,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,in a tavern,¾Ó¾ÆÎİ,,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,Japanese arch,Äñ¾Ó,,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,church,½ÌÌÃ,,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,in a locker room,ÉÏËø·¿¼äÀï,,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,cityspace,³ÇÊĞ·ç¹âÊ½,,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,power lines,µçÁ¦Ïß,,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,building,½¨Öş,,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,ruins,·ÏĞæ/ÒÅ¼£,,,,È¸Ó¥£¬lehrersÂå¶ù,1108,
,1girl,1Î»Å®º¢,,,,È¸Ó¥£¬lehrersÂå¶ù,1203,
,2girls,2Î»Å®º¢,,,,È¸Ó¥£¬lehrersÂå¶ù,1203,
,3girls,3Î»Å®º¢,,,,È¸Ó¥£¬lehrersÂå¶ù,1203,
,solo,µ¥ÈË,,,,È¸Ó¥£¬lehrersÂå¶ù,1203,
,multiple girls,¶à¸ö,,,,È¸Ó¥£¬lehrersÂå¶ù,1203,
,loli,ÂÜÀò,,,,È¸Ó¥£¬lehrersÂå¶ù,1207,
,kawaii,¿É°®,,,,È¸Ó¥£¬lehrersÂå¶ù,1207,
,mesugaki,´ÆĞ¡¹í,,,,È¸Ó¥£¬lehrersÂå¶ù,1207,
,"adorable girl,",¿É°®µÄÅ®º¢,,,,È¸Ó¥£¬lehrersÂå¶ù,1207,
,adorable face,¿É°®µÄÁ³,,,,È¸Ó¥£¬lehrersÂå¶ù,1207,
,bishoujo,ÃÀÉÙÅ®,,,,È¸Ó¥£¬lehrersÂå¶ù,1207,
,gyaru,À±ÃÃ,,,,È¸Ó¥£¬lehrersÂå¶ù,1207,
,sisters,½ãÃÃ,,,,È¸Ó¥£¬lehrersÂå¶ù,1207,
,ojousama,´óĞ¡½ã,,,,È¸Ó¥£¬lehrersÂå¶ù,1207,
,mature female,³ÉÊìÅ®ĞÔ,,,,È¸Ó¥£¬lehrersÂå¶ù,1207,
,mature,³ÉÊì,,,,È¸Ó¥£¬lehrersÂå¶ù,1207,
,female pervert,³ÕÅ®,,,,È¸Ó¥£¬lehrersÂå¶ù,1207,
,sole female,µ¥Éí¸¾Å®,,,,È¸Ó¥£¬lehrersÂå¶ù,1207,
,milf,ÊìÅ®,,,,È¸Ó¥£¬lehrersÂå¶ù,1207,
,harem,"	ºó¹¬",,,,È¸Ó¥£¬lehrersÂå¶ù,1207,
,muscular male,¼¡Èâ·¢´ïÄĞĞÔ,,,,È¸Ó¥£¬lehrersÂå¶ù,1207,
,dark skinned male,ºÚÈË,,,,È¸Ó¥£¬lehrersÂå¶ù,1207,
,trap,Î±Äï,,,,È¸Ó¥£¬lehrersÂå¶ù,1207,
,shota,"	ÕıÌ«",,,,È¸Ó¥£¬lehrersÂå¶ù,1207,
,soldier,Ê¿±ø,,,,È¸Ó¥£¬lehrersÂå¶ù,1206,
,maid,Å®ÆÍ,,,,È¸Ó¥£¬lehrersÂå¶ù,1206,
,military,¾üÈË,,,,È¸Ó¥£¬lehrersÂå¶ù,1206,
,witch,Å®Î×,,,,È¸Ó¥£¬lehrersÂå¶ù,1206,
,miko,Î×Å®,,,,È¸Ó¥£¬lehrersÂå¶ù,1206,
,waitress,Å®·şÎñÔ±,,,,È¸Ó¥£¬lehrersÂå¶ù,1206,
,cheerleader,À²À²¶Ó,,,,È¸Ó¥£¬lehrersÂå¶ù,1206,
,ninja,"	ÈÌÕß",,,,È¸Ó¥£¬lehrersÂå¶ù,1206,
,magical_girl,Ä§·¨ÉÙÅ®,,,,È¸Ó¥£¬lehrersÂå¶ù,1206,
,nun,ĞŞÅ®,,,,È¸Ó¥£¬lehrersÂå¶ù,1206,
,cross necklace,Ê®×Ö¼Ü,,,,È¸Ó¥£¬lehrersÂå¶ù,1206,
,idol,Å¼Ïñ,,,,È¸Ó¥£¬lehrersÂå¶ù,1206,
,cow girl,ÄÌÅ£Äï,,,,È¸Ó¥£¬lehrersÂå¶ù,1205,
,fox,ºüÄï,,,,È¸Ó¥£¬lehrersÂå¶ù,1205,
,angel,ÌìÊ¹,,,,È¸Ó¥£¬lehrersÂå¶ù,1205,
,vampire,ÎüÑª¹í,,,,È¸Ó¥£¬lehrersÂå¶ù,1205,
,succubus,÷ÈÄ§,,,,È¸Ó¥£¬lehrersÂå¶ù,1205,
,braided bangs,±è×ÓÁõº£,,,,È¸Ó¥£¬lehrersÂå¶ù,1607,
,swept bangs,²àÉ¨Áõº£,,,,È¸Ó¥£¬lehrersÂå¶ù,1607,
,hair between eyes,ÑÛ¼äÍ··¢,,,,È¸Ó¥£¬lehrersÂå¶ù,1607,
,bob cut,ÃÃÃÃÇĞ,,,,È¸Ó¥£¬lehrersÂå¶ù,1607,
,hime_cut,¹«Ö÷ÇĞ,,,,È¸Ó¥£¬lehrersÂå¶ù,1607,
,crossed bangs,½»²æÁõº£,,,,È¸Ó¥£¬lehrersÂå¶ù,1607,
,bangs,Áõº£,,,,È¸Ó¥£¬lehrersÂå¶ù,1607,
,blunt bangs,ÆëÁõº£,,,,È¸Ó¥£¬lehrersÂå¶ù,1607,
,hair wings,Òí×´Í··¢,,,,È¸Ó¥£¬lehrersÂå¶ù,1607,
,long bangs,³¤Áõº£,,,,È¸Ó¥£¬lehrersÂå¶ù,1607,
,high ponytail,¸ßÂíÎ²,,,,È¸Ó¥£¬lehrersÂå¶ù,1609,
,twintails,Ë«ÂíÎ²,,,,È¸Ó¥£¬lehrersÂå¶ù,1609,
,braid,ÂíÎ²±à·¢,,,,È¸Ó¥£¬lehrersÂå¶ù,1609,
,braided ponytail,ÂíÎ²±à·¢,,,,È¸Ó¥£¬lehrersÂå¶ù,1609,
,ponytail,ÂíÎ²±è,,,,È¸Ó¥£¬lehrersÂå¶ù,1609,
,short_ponytail,¶ÌÂíÎ²,,,,È¸Ó¥£¬lehrersÂå¶ù,1609,
,twin_braids,Ë«±è×Ó,,,,È¸Ó¥£¬lehrersÂå¶ù,1609,
,disheveled hair,Åî·¢,,,,È¸Ó¥£¬lehrersÂå¶ù,1601,
,wavy hair,²¨ÀËĞÎÍ··¢,,,,È¸Ó¥£¬lehrersÂå¶ù,1601,
,curly_hair,¾í·¢,,,,È¸Ó¥£¬lehrersÂå¶ù,1601,
,hair in takes,ÊÕÂ£,,,,È¸Ó¥£¬lehrersÂå¶ù,1601,
,scrunchie,·¢´ø,,,,È¸Ó¥£¬lehrersÂå¶ù,1601,
,hair pink flowers,·ÛÉ«»¨,,,,È¸Ó¥£¬lehrersÂå¶ù,1601,
,ahoge,´ôÃ«,,,,È¸Ó¥£¬lehrersÂå¶ù,1601,
,Side ponytail,²àÂíÎ²,,,,È¸Ó¥£¬lehrersÂå¶ù,1601,
,forehead,Â¶¶îÍ·,,,,È¸Ó¥£¬lehrersÂå¶ù,1601,
,drill hair,"	×êÍ·¾í/¹«Ö÷¾í",,,,È¸Ó¥£¬lehrersÂå¶ù,1601,
,hair bun,°ü×ÓÍ·,,,,È¸Ó¥£¬lehrersÂå¶ù,1601,
,double_bun,Á©°ü×ÓÍ·,,,,È¸Ó¥£¬lehrersÂå¶ù,1601,
,messy_hair,ÁèÂÒ·¢ĞÍ,,,,È¸Ó¥£¬lehrersÂå¶ù,1601,
,long hair,³¤·¢,,,,È¸Ó¥£¬lehrersÂå¶ù,1602,
,medium hair,ÖĞ·¢,,,,È¸Ó¥£¬lehrersÂå¶ù,1602,
,very long hair,³¬³¤·¢,,,,È¸Ó¥£¬lehrersÂå¶ù,1602,
,short hair,¶Ì·¢,,,,È¸Ó¥£¬lehrersÂå¶ù,1602,
,purple hair,×Ï·¢,,,,È¸Ó¥£¬lehrersÂå¶ù,1603,
,blonde hair,½ğ·¢,,,,È¸Ó¥£¬lehrersÂå¶ù,1603,
,white hair,°×·¢,,,,È¸Ó¥£¬lehrersÂå¶ù,1603,
,two-tone hair,Ë«É«·¢,,,,È¸Ó¥£¬lehrersÂå¶ù,1603,
,multicolored hair,ÎåÑÕÁùÉ«µÄÍ··¢,,,,È¸Ó¥£¬lehrersÂå¶ù,1603,
,white short hair,»ìºÏ·¢É«,,,,È¸Ó¥£¬lehrersÂå¶ù,1603,
,long yellow hair,»ìºÏ·¢É«,,,,È¸Ó¥£¬lehrersÂå¶ù,1603,
,grey hair,»ÒÉ«,,,,È¸Ó¥£¬lehrersÂå¶ù,1603,
,silver_hair,Òø·¢,,,,È¸Ó¥£¬lehrersÂå¶ù,1603,
,brown_hair,×Ø·¢,,,,È¸Ó¥£¬lehrersÂå¶ù,1603,
,streaked hair,ÌôÈ¾,,,,È¸Ó¥£¬lehrersÂå¶ù,1603,
,grey gradient hair,»ÒÉ«½¥±ä·¢,,,,È¸Ó¥£¬lehrersÂå¶ù,1603,
,light brown hair,ÁÁ×ØÉ«,,,,È¸Ó¥£¬lehrersÂå¶ù,1603,
,head tilt, ÍáÍ·,,,,È¸Ó¥£¬lehrersÂå¶ù,2101,
,turning around,»ØÍ·,,,,È¸Ó¥£¬lehrersÂå¶ù,2101,
,looking back,»ØÍ·,,,,È¸Ó¥£¬lehrersÂå¶ù,2101,
,looking down,ÏòÏÂ¿´,,,,È¸Ó¥£¬lehrersÂå¶ù,2101,
,looking up,ÏòÉÏ¿´,,,,È¸Ó¥£¬lehrersÂå¶ù,2101,
